class;wellLocation;filename;imageID;plateID;field;channel;filenameJPEG
POSITIVE;E02;Week1_22381_E02_s3_w13377E899-F59A-4EAB-8C36-6F024967B801.tif;3246;22381;s3;w1;temp/Week1_22381_E02_s3_w13377E899-F59A-4EAB-8C36-6F024967B801.jpeg
POSITIVE;E02;Week1_22381_E02_s3_w20FF0BAFB-6C18-4816-9526-709F3D67FDF3.tif;3247;22381;s3;w2;temp/Week1_22381_E02_s3_w20FF0BAFB-6C18-4816-9526-709F3D67FDF3.jpeg
POSITIVE;E02;Week1_22381_E02_s3_w49A61F129-D7E1-43FA-9DA4-3E05231370E9.tif;3248;22381;s3;w4;temp/Week1_22381_E02_s3_w49A61F129-D7E1-43FA-9DA4-3E05231370E9.jpeg
POSITIVE;E02;Week1_22381_E02_s4_w110061F4C-C72B-4F1E-B539-591365A761AA.tif;3249;22381;s4;w1;temp/Week1_22381_E02_s4_w110061F4C-C72B-4F1E-B539-591365A761AA.jpeg
POSITIVE;E02;Week1_22381_E02_s4_w270DD130D-F9B8-4E34-949B-5B3FC11A85FD.tif;3250;22381;s4;w2;temp/Week1_22381_E02_s4_w270DD130D-F9B8-4E34-949B-5B3FC11A85FD.jpeg
POSITIVE;E02;Week1_22381_E02_s4_w4481836DA-3C4B-44FF-BFF5-A13FB75D784E.tif;3251;22381;s4;w4;temp/Week1_22381_E02_s4_w4481836DA-3C4B-44FF-BFF5-A13FB75D784E.jpeg
SAMPLE;E03;Week1_22381_E03_s1_w16CA038A1-0C2A-4767-933C-C3FD10EF0900.tif;3252;22381;s1;w1;temp/Week1_22381_E03_s1_w16CA038A1-0C2A-4767-933C-C3FD10EF0900.jpeg
SAMPLE;E03;Week1_22381_E03_s1_w27F901E31-A6D6-4018-94BB-5B4DD18948BE.tif;3253;22381;s1;w2;temp/Week1_22381_E03_s1_w27F901E31-A6D6-4018-94BB-5B4DD18948BE.jpeg
SAMPLE;E03;Week1_22381_E03_s1_w4EFCCF5B1-41A3-40D5-8049-37D8CA95AD2D.tif;3254;22381;s1;w4;temp/Week1_22381_E03_s1_w4EFCCF5B1-41A3-40D5-8049-37D8CA95AD2D.jpeg
SAMPLE;E03;Week1_22381_E03_s2_w16BC09CDB-0011-452C-B4F0-2E6AAA3EE86B.tif;3255;22381;s2;w1;temp/Week1_22381_E03_s2_w16BC09CDB-0011-452C-B4F0-2E6AAA3EE86B.jpeg
SAMPLE;E03;Week1_22381_E03_s2_w28C44F3BB-7DDC-4F6C-903E-DFEBD84958CA.tif;3256;22381;s2;w2;temp/Week1_22381_E03_s2_w28C44F3BB-7DDC-4F6C-903E-DFEBD84958CA.jpeg
SAMPLE;E03;Week1_22381_E03_s2_w4532AB833-57C0-425E-897A-13BB4F0E7090.tif;3257;22381;s2;w4;temp/Week1_22381_E03_s2_w4532AB833-57C0-425E-897A-13BB4F0E7090.jpeg
SAMPLE;E03;Week1_22381_E03_s3_w10CE4E062-A176-4EBD-9F98-9D6902F86D58.tif;3258;22381;s3;w1;temp/Week1_22381_E03_s3_w10CE4E062-A176-4EBD-9F98-9D6902F86D58.jpeg
SAMPLE;E03;Week1_22381_E03_s3_w2AACDE3D9-F68C-4DD5-A33C-494C3147F691.tif;3259;22381;s3;w2;temp/Week1_22381_E03_s3_w2AACDE3D9-F68C-4DD5-A33C-494C3147F691.jpeg
SAMPLE;E03;Week1_22381_E03_s3_w4D7455EA3-77CF-4087-943F-3264D03ED148.tif;3260;22381;s3;w4;temp/Week1_22381_E03_s3_w4D7455EA3-77CF-4087-943F-3264D03ED148.jpeg
SAMPLE;E03;Week1_22381_E03_s4_w131B68486-D3E2-4822-8F81-F538E290DA05.tif;3261;22381;s4;w1;temp/Week1_22381_E03_s4_w131B68486-D3E2-4822-8F81-F538E290DA05.jpeg
SAMPLE;E03;Week1_22381_E03_s4_w26B7E107B-C080-44CB-A18D-1622F6F9728F.tif;3262;22381;s4;w2;temp/Week1_22381_E03_s4_w26B7E107B-C080-44CB-A18D-1622F6F9728F.jpeg
SAMPLE;E03;Week1_22381_E03_s4_w4CB9D85B9-4CD9-44B3-A27B-2607657299C1.tif;3263;22381;s4;w4;temp/Week1_22381_E03_s4_w4CB9D85B9-4CD9-44B3-A27B-2607657299C1.jpeg
SAMPLE;E04;Week1_22381_E04_s1_w12BEA6963-2838-4945-A897-42ECAB2CCDCC.tif;3264;22381;s1;w1;temp/Week1_22381_E04_s1_w12BEA6963-2838-4945-A897-42ECAB2CCDCC.jpeg
SAMPLE;E04;Week1_22381_E04_s1_w2662BEE5D-96C5-4D57-863B-5C3EC70847DF.tif;3265;22381;s1;w2;temp/Week1_22381_E04_s1_w2662BEE5D-96C5-4D57-863B-5C3EC70847DF.jpeg
SAMPLE;E04;Week1_22381_E04_s1_w4D2BE43C1-24DF-4488-B798-E8F071E23B4B.tif;3266;22381;s1;w4;temp/Week1_22381_E04_s1_w4D2BE43C1-24DF-4488-B798-E8F071E23B4B.jpeg
SAMPLE;E04;Week1_22381_E04_s2_w19246FE77-B65C-46C6-8C0C-D83EEE1708D4.tif;3267;22381;s2;w1;temp/Week1_22381_E04_s2_w19246FE77-B65C-46C6-8C0C-D83EEE1708D4.jpeg
SAMPLE;E04;Week1_22381_E04_s2_w271D7672A-613F-4F36-BDA1-47E11EB43427.tif;3268;22381;s2;w2;temp/Week1_22381_E04_s2_w271D7672A-613F-4F36-BDA1-47E11EB43427.jpeg
SAMPLE;E04;Week1_22381_E04_s2_w472DBD815-0D93-44D6-ACB5-16CB1AA11C70.tif;3269;22381;s2;w4;temp/Week1_22381_E04_s2_w472DBD815-0D93-44D6-ACB5-16CB1AA11C70.jpeg
SAMPLE;E04;Week1_22381_E04_s3_w1ACE78779-2DF0-4CE7-A0EB-5A2362979BD8.tif;3270;22381;s3;w1;temp/Week1_22381_E04_s3_w1ACE78779-2DF0-4CE7-A0EB-5A2362979BD8.jpeg
SAMPLE;E04;Week1_22381_E04_s3_w26E0900D4-5DCA-4A07-A8EE-52CB2531EB66.tif;3271;22381;s3;w2;temp/Week1_22381_E04_s3_w26E0900D4-5DCA-4A07-A8EE-52CB2531EB66.jpeg
SAMPLE;E04;Week1_22381_E04_s3_w4E35FFC89-EB41-4572-9B10-7382E818BB27.tif;3272;22381;s3;w4;temp/Week1_22381_E04_s3_w4E35FFC89-EB41-4572-9B10-7382E818BB27.jpeg
SAMPLE;E04;Week1_22381_E04_s4_w1106438EE-47AF-4ADE-A3BB-5C37F69EECDD.tif;3273;22381;s4;w1;temp/Week1_22381_E04_s4_w1106438EE-47AF-4ADE-A3BB-5C37F69EECDD.jpeg
SAMPLE;E04;Week1_22381_E04_s4_w27BB20F9B-D8DF-4D2B-BC41-505929AFC710.tif;3274;22381;s4;w2;temp/Week1_22381_E04_s4_w27BB20F9B-D8DF-4D2B-BC41-505929AFC710.jpeg
SAMPLE;E04;Week1_22381_E04_s4_w49908E3BC-72DB-4A9D-9D15-0B668840CAF8.tif;3275;22381;s4;w4;temp/Week1_22381_E04_s4_w49908E3BC-72DB-4A9D-9D15-0B668840CAF8.jpeg
SAMPLE;E05;Week1_22381_E05_s1_w11F4F3201-AA4F-42C1-8608-DF4C4074D5BE.tif;3276;22381;s1;w1;temp/Week1_22381_E05_s1_w11F4F3201-AA4F-42C1-8608-DF4C4074D5BE.jpeg
SAMPLE;E05;Week1_22381_E05_s1_w2A7C68531-5D25-46A7-9FF1-BB3C4A50DF70.tif;3277;22381;s1;w2;temp/Week1_22381_E05_s1_w2A7C68531-5D25-46A7-9FF1-BB3C4A50DF70.jpeg
SAMPLE;E05;Week1_22381_E05_s1_w43E7F7210-B513-4378-9AC7-383A503A2C64.tif;3278;22381;s1;w4;temp/Week1_22381_E05_s1_w43E7F7210-B513-4378-9AC7-383A503A2C64.jpeg
SAMPLE;E05;Week1_22381_E05_s2_w14EA3C684-4E4D-4B19-8184-74DA0AC73F6A.tif;3279;22381;s2;w1;temp/Week1_22381_E05_s2_w14EA3C684-4E4D-4B19-8184-74DA0AC73F6A.jpeg
SAMPLE;E05;Week1_22381_E05_s2_w2579CFCDF-B14A-468B-BC97-DB9D9E561A87.tif;3280;22381;s2;w2;temp/Week1_22381_E05_s2_w2579CFCDF-B14A-468B-BC97-DB9D9E561A87.jpeg
SAMPLE;E05;Week1_22381_E05_s2_w463117895-7184-45DA-970A-96670C1C75E3.tif;3281;22381;s2;w4;temp/Week1_22381_E05_s2_w463117895-7184-45DA-970A-96670C1C75E3.jpeg
SAMPLE;E05;Week1_22381_E05_s3_w19A25FB05-C8B0-4212-9C0A-50F5925096B1.tif;3282;22381;s3;w1;temp/Week1_22381_E05_s3_w19A25FB05-C8B0-4212-9C0A-50F5925096B1.jpeg
SAMPLE;E05;Week1_22381_E05_s3_w25121D23C-0811-4C11-948D-B38FAE9C0904.tif;3283;22381;s3;w2;temp/Week1_22381_E05_s3_w25121D23C-0811-4C11-948D-B38FAE9C0904.jpeg
SAMPLE;E05;Week1_22381_E05_s3_w414A7CE17-89B8-410B-9923-707F0AC73F0C.tif;3284;22381;s3;w4;temp/Week1_22381_E05_s3_w414A7CE17-89B8-410B-9923-707F0AC73F0C.jpeg
SAMPLE;E05;Week1_22381_E05_s4_w1EF8E5D04-AB48-4104-8A55-46C1F6F21732.tif;3285;22381;s4;w1;temp/Week1_22381_E05_s4_w1EF8E5D04-AB48-4104-8A55-46C1F6F21732.jpeg
SAMPLE;E05;Week1_22381_E05_s4_w270866741-0CAE-4810-9AFC-5DC0A8C732FE.tif;3286;22381;s4;w2;temp/Week1_22381_E05_s4_w270866741-0CAE-4810-9AFC-5DC0A8C732FE.jpeg
SAMPLE;E05;Week1_22381_E05_s4_w4EEC8C1C9-4FBD-4DE5-9A79-57F24C4C96E6.tif;3287;22381;s4;w4;temp/Week1_22381_E05_s4_w4EEC8C1C9-4FBD-4DE5-9A79-57F24C4C96E6.jpeg
SAMPLE;E06;Week1_22381_E06_s1_w142882AE0-FEAC-4A9B-A9F9-171D32B9814F.tif;3288;22381;s1;w1;temp/Week1_22381_E06_s1_w142882AE0-FEAC-4A9B-A9F9-171D32B9814F.jpeg
SAMPLE;E06;Week1_22381_E06_s1_w2CC3DE7C7-9FC9-4495-9383-8D7B82010841.tif;3289;22381;s1;w2;temp/Week1_22381_E06_s1_w2CC3DE7C7-9FC9-4495-9383-8D7B82010841.jpeg
SAMPLE;E06;Week1_22381_E06_s1_w487D3E470-11A3-47D9-BF2C-9937B809C37B.tif;3290;22381;s1;w4;temp/Week1_22381_E06_s1_w487D3E470-11A3-47D9-BF2C-9937B809C37B.jpeg
SAMPLE;E06;Week1_22381_E06_s2_w1EF85789D-7E36-4447-8814-831FD32F2889.tif;3291;22381;s2;w1;temp/Week1_22381_E06_s2_w1EF85789D-7E36-4447-8814-831FD32F2889.jpeg
SAMPLE;E06;Week1_22381_E06_s2_w296EC2BFD-E44C-433F-9CF1-635FE80782CF.tif;3292;22381;s2;w2;temp/Week1_22381_E06_s2_w296EC2BFD-E44C-433F-9CF1-635FE80782CF.jpeg
SAMPLE;E06;Week1_22381_E06_s2_w4AD6FFE2E-BA39-4576-BDAA-4ECCCF8869FB.tif;3293;22381;s2;w4;temp/Week1_22381_E06_s2_w4AD6FFE2E-BA39-4576-BDAA-4ECCCF8869FB.jpeg
SAMPLE;E06;Week1_22381_E06_s3_w164769609-BA9C-4620-8F03-5C37DCF39E42.tif;3294;22381;s3;w1;temp/Week1_22381_E06_s3_w164769609-BA9C-4620-8F03-5C37DCF39E42.jpeg
SAMPLE;E06;Week1_22381_E06_s3_w2BD322B52-258B-4DA5-9900-93047D9A7B83.tif;3295;22381;s3;w2;temp/Week1_22381_E06_s3_w2BD322B52-258B-4DA5-9900-93047D9A7B83.jpeg
SAMPLE;E06;Week1_22381_E06_s3_w4048EC591-247B-4397-9DF2-092A5313A317.tif;3296;22381;s3;w4;temp/Week1_22381_E06_s3_w4048EC591-247B-4397-9DF2-092A5313A317.jpeg
SAMPLE;E06;Week1_22381_E06_s4_w15740DA1B-5EB4-48CF-A78A-523A97587848.tif;3297;22381;s4;w1;temp/Week1_22381_E06_s4_w15740DA1B-5EB4-48CF-A78A-523A97587848.jpeg
SAMPLE;E06;Week1_22381_E06_s4_w26BA291B6-D504-4B2B-8493-64814E1C3951.tif;3298;22381;s4;w2;temp/Week1_22381_E06_s4_w26BA291B6-D504-4B2B-8493-64814E1C3951.jpeg
SAMPLE;E06;Week1_22381_E06_s4_w422954D0D-C396-4536-A4E7-4D2AEEAAF866.tif;3299;22381;s4;w4;temp/Week1_22381_E06_s4_w422954D0D-C396-4536-A4E7-4D2AEEAAF866.jpeg
SAMPLE;E07;Week1_22381_E07_s1_w193232854-973F-4689-B7CB-FB7038C59BDA.tif;3300;22381;s1;w1;temp/Week1_22381_E07_s1_w193232854-973F-4689-B7CB-FB7038C59BDA.jpeg
SAMPLE;E07;Week1_22381_E07_s1_w29D236D03-751A-4ACC-ACEC-AEF145CB290D.tif;3301;22381;s1;w2;temp/Week1_22381_E07_s1_w29D236D03-751A-4ACC-ACEC-AEF145CB290D.jpeg
SAMPLE;E07;Week1_22381_E07_s1_w4DE2EF197-814B-41BD-B284-4986795CEC1B.tif;3302;22381;s1;w4;temp/Week1_22381_E07_s1_w4DE2EF197-814B-41BD-B284-4986795CEC1B.jpeg
SAMPLE;E07;Week1_22381_E07_s2_w1F1EF41B2-EA86-4AC5-8DB4-51D2A6E98F59.tif;3303;22381;s2;w1;temp/Week1_22381_E07_s2_w1F1EF41B2-EA86-4AC5-8DB4-51D2A6E98F59.jpeg
SAMPLE;E07;Week1_22381_E07_s2_w2BA7EF0AC-111C-4FB7-86EB-8318332A34BD.tif;3304;22381;s2;w2;temp/Week1_22381_E07_s2_w2BA7EF0AC-111C-4FB7-86EB-8318332A34BD.jpeg
SAMPLE;E07;Week1_22381_E07_s2_w48943C242-6819-4C6C-9A4A-E648B97DB8A3.tif;3305;22381;s2;w4;temp/Week1_22381_E07_s2_w48943C242-6819-4C6C-9A4A-E648B97DB8A3.jpeg
SAMPLE;E07;Week1_22381_E07_s3_w160FE277B-535B-428E-A2EF-D9AEB4C4F86D.tif;3306;22381;s3;w1;temp/Week1_22381_E07_s3_w160FE277B-535B-428E-A2EF-D9AEB4C4F86D.jpeg
SAMPLE;E07;Week1_22381_E07_s3_w23C0FE290-BCA7-4276-816B-221EAFB7900B.tif;3307;22381;s3;w2;temp/Week1_22381_E07_s3_w23C0FE290-BCA7-4276-816B-221EAFB7900B.jpeg
SAMPLE;E07;Week1_22381_E07_s3_w46E8BDF16-904C-4F62-8AB1-E109BA1589AA.tif;3308;22381;s3;w4;temp/Week1_22381_E07_s3_w46E8BDF16-904C-4F62-8AB1-E109BA1589AA.jpeg
SAMPLE;E07;Week1_22381_E07_s4_w1822D00C4-D980-412D-9020-F3CEBB36BF8E.tif;3309;22381;s4;w1;temp/Week1_22381_E07_s4_w1822D00C4-D980-412D-9020-F3CEBB36BF8E.jpeg
SAMPLE;E07;Week1_22381_E07_s4_w2ADDD4D91-4F7F-4603-8372-72303BCA70F0.tif;3310;22381;s4;w2;temp/Week1_22381_E07_s4_w2ADDD4D91-4F7F-4603-8372-72303BCA70F0.jpeg
SAMPLE;E07;Week1_22381_E07_s4_w4FCE252C8-02E7-4595-A05A-87C946D37433.tif;3311;22381;s4;w4;temp/Week1_22381_E07_s4_w4FCE252C8-02E7-4595-A05A-87C946D37433.jpeg
SAMPLE;E08;Week1_22381_E08_s1_w1E9D8497B-6ADB-4AEA-9542-FD9C6F2829A6.tif;3312;22381;s1;w1;temp/Week1_22381_E08_s1_w1E9D8497B-6ADB-4AEA-9542-FD9C6F2829A6.jpeg
SAMPLE;E08;Week1_22381_E08_s1_w2A1F0E04B-C190-40F4-BD60-8AEEFEB0531A.tif;3313;22381;s1;w2;temp/Week1_22381_E08_s1_w2A1F0E04B-C190-40F4-BD60-8AEEFEB0531A.jpeg
SAMPLE;E08;Week1_22381_E08_s1_w4A2AC020D-5368-4E48-82ED-F989AD75A68D.tif;3314;22381;s1;w4;temp/Week1_22381_E08_s1_w4A2AC020D-5368-4E48-82ED-F989AD75A68D.jpeg
SAMPLE;E08;Week1_22381_E08_s2_w184396D80-1F49-4263-9B7E-153D42748A68.tif;3315;22381;s2;w1;temp/Week1_22381_E08_s2_w184396D80-1F49-4263-9B7E-153D42748A68.jpeg
SAMPLE;E08;Week1_22381_E08_s2_w250B86E21-0AB8-4498-852C-FAA02202ACF0.tif;3316;22381;s2;w2;temp/Week1_22381_E08_s2_w250B86E21-0AB8-4498-852C-FAA02202ACF0.jpeg
SAMPLE;E08;Week1_22381_E08_s2_w40842A0BD-3E2F-4694-9661-3EE8ADF5547F.tif;3317;22381;s2;w4;temp/Week1_22381_E08_s2_w40842A0BD-3E2F-4694-9661-3EE8ADF5547F.jpeg
SAMPLE;E08;Week1_22381_E08_s3_w1AFDD13BB-DD27-4A35-AB5E-F739DB66140D.tif;3318;22381;s3;w1;temp/Week1_22381_E08_s3_w1AFDD13BB-DD27-4A35-AB5E-F739DB66140D.jpeg
SAMPLE;E08;Week1_22381_E08_s3_w23E191F0D-6E73-4536-A1CA-150F465C2902.tif;3319;22381;s3;w2;temp/Week1_22381_E08_s3_w23E191F0D-6E73-4536-A1CA-150F465C2902.jpeg
SAMPLE;E08;Week1_22381_E08_s3_w4BC3C4952-2358-4555-8E0A-22C461B75ADA.tif;3320;22381;s3;w4;temp/Week1_22381_E08_s3_w4BC3C4952-2358-4555-8E0A-22C461B75ADA.jpeg
SAMPLE;E08;Week1_22381_E08_s4_w177001F94-1B49-4BE7-8570-0F713AB5A297.tif;3321;22381;s4;w1;temp/Week1_22381_E08_s4_w177001F94-1B49-4BE7-8570-0F713AB5A297.jpeg
SAMPLE;E08;Week1_22381_E08_s4_w2307D515B-B7D3-41D3-A4DA-5E656BF071C1.tif;3322;22381;s4;w2;temp/Week1_22381_E08_s4_w2307D515B-B7D3-41D3-A4DA-5E656BF071C1.jpeg
SAMPLE;E08;Week1_22381_E08_s4_w4289AF025-151F-40B5-BD92-A640CDF91CFF.tif;3323;22381;s4;w4;temp/Week1_22381_E08_s4_w4289AF025-151F-40B5-BD92-A640CDF91CFF.jpeg
SAMPLE;E09;Week1_22381_E09_s1_w1C2942891-77DC-4F76-B586-AD6D843BD8F9.tif;3324;22381;s1;w1;temp/Week1_22381_E09_s1_w1C2942891-77DC-4F76-B586-AD6D843BD8F9.jpeg
SAMPLE;E09;Week1_22381_E09_s1_w228D7F7FB-9D60-4951-818E-8A7B6F9555A2.tif;3325;22381;s1;w2;temp/Week1_22381_E09_s1_w228D7F7FB-9D60-4951-818E-8A7B6F9555A2.jpeg
SAMPLE;E09;Week1_22381_E09_s1_w4EDFE0063-8351-40B1-BF50-B6369837FAC6.tif;3326;22381;s1;w4;temp/Week1_22381_E09_s1_w4EDFE0063-8351-40B1-BF50-B6369837FAC6.jpeg
SAMPLE;E09;Week1_22381_E09_s2_w13109F5E1-AC5E-4294-BE63-F36CEB77413A.tif;3327;22381;s2;w1;temp/Week1_22381_E09_s2_w13109F5E1-AC5E-4294-BE63-F36CEB77413A.jpeg
SAMPLE;E09;Week1_22381_E09_s2_w2EA3C121F-A9D3-4B73-B75F-3AA82AEA5038.tif;3328;22381;s2;w2;temp/Week1_22381_E09_s2_w2EA3C121F-A9D3-4B73-B75F-3AA82AEA5038.jpeg
SAMPLE;E09;Week1_22381_E09_s2_w4BB02CD66-97AD-4074-9355-6B9D1E41DCDB.tif;3329;22381;s2;w4;temp/Week1_22381_E09_s2_w4BB02CD66-97AD-4074-9355-6B9D1E41DCDB.jpeg
SAMPLE;E09;Week1_22381_E09_s3_w1FD514E57-A42A-48E9-8351-0D1AC6E37278.tif;3330;22381;s3;w1;temp/Week1_22381_E09_s3_w1FD514E57-A42A-48E9-8351-0D1AC6E37278.jpeg
SAMPLE;E09;Week1_22381_E09_s3_w2439BBCCD-85A5-4140-BF40-6AD317171A8F.tif;3331;22381;s3;w2;temp/Week1_22381_E09_s3_w2439BBCCD-85A5-4140-BF40-6AD317171A8F.jpeg
SAMPLE;E09;Week1_22381_E09_s3_w4CDAD7A86-96E9-470A-AA6B-5F8C28350FAC.tif;3332;22381;s3;w4;temp/Week1_22381_E09_s3_w4CDAD7A86-96E9-470A-AA6B-5F8C28350FAC.jpeg
SAMPLE;E09;Week1_22381_E09_s4_w14860FA31-FDF4-4F61-9DF0-6DB3803D2B6C.tif;3333;22381;s4;w1;temp/Week1_22381_E09_s4_w14860FA31-FDF4-4F61-9DF0-6DB3803D2B6C.jpeg
SAMPLE;E09;Week1_22381_E09_s4_w2046EF164-ECAE-4715-A1B0-4710C771B0A8.tif;3334;22381;s4;w2;temp/Week1_22381_E09_s4_w2046EF164-ECAE-4715-A1B0-4710C771B0A8.jpeg
SAMPLE;E09;Week1_22381_E09_s4_w4EBE0B811-8487-48F5-B403-3F6AE3AC311E.tif;3335;22381;s4;w4;temp/Week1_22381_E09_s4_w4EBE0B811-8487-48F5-B403-3F6AE3AC311E.jpeg
SAMPLE;E10;Week1_22381_E10_s1_w11FA952AC-9894-4BC5-AB4C-1FEF042B5BB7.tif;3336;22381;s1;w1;temp/Week1_22381_E10_s1_w11FA952AC-9894-4BC5-AB4C-1FEF042B5BB7.jpeg
SAMPLE;E10;Week1_22381_E10_s1_w22DFE1109-7C24-49ED-B2D8-546C472961D9.tif;3337;22381;s1;w2;temp/Week1_22381_E10_s1_w22DFE1109-7C24-49ED-B2D8-546C472961D9.jpeg
SAMPLE;E10;Week1_22381_E10_s1_w44096B0A4-6D38-4446-B261-CAF9EAF2F430.tif;3338;22381;s1;w4;temp/Week1_22381_E10_s1_w44096B0A4-6D38-4446-B261-CAF9EAF2F430.jpeg
SAMPLE;E10;Week1_22381_E10_s2_w1BA2DCAE6-ABDE-4D27-B511-5DF288578212.tif;3339;22381;s2;w1;temp/Week1_22381_E10_s2_w1BA2DCAE6-ABDE-4D27-B511-5DF288578212.jpeg
SAMPLE;E10;Week1_22381_E10_s2_w219180E48-811E-4113-801D-EE692073354E.tif;3340;22381;s2;w2;temp/Week1_22381_E10_s2_w219180E48-811E-4113-801D-EE692073354E.jpeg
SAMPLE;E10;Week1_22381_E10_s2_w43C4F4C9D-35A2-4008-AD07-36A38E0520E3.tif;3341;22381;s2;w4;temp/Week1_22381_E10_s2_w43C4F4C9D-35A2-4008-AD07-36A38E0520E3.jpeg
SAMPLE;E10;Week1_22381_E10_s3_w12CA9A31D-6C47-4373-9D31-3570CA529078.tif;3342;22381;s3;w1;temp/Week1_22381_E10_s3_w12CA9A31D-6C47-4373-9D31-3570CA529078.jpeg
SAMPLE;E10;Week1_22381_E10_s3_w2CDB14CBF-67C2-46F9-B444-CC8D659201E5.tif;3343;22381;s3;w2;temp/Week1_22381_E10_s3_w2CDB14CBF-67C2-46F9-B444-CC8D659201E5.jpeg
SAMPLE;E10;Week1_22381_E10_s3_w4968127B3-1681-4342-A7C5-F61B53D3D846.tif;3344;22381;s3;w4;temp/Week1_22381_E10_s3_w4968127B3-1681-4342-A7C5-F61B53D3D846.jpeg
SAMPLE;E10;Week1_22381_E10_s4_w1F618532A-49A7-4E73-B358-CBBADAD0796A.tif;3345;22381;s4;w1;temp/Week1_22381_E10_s4_w1F618532A-49A7-4E73-B358-CBBADAD0796A.jpeg
SAMPLE;E10;Week1_22381_E10_s4_w217747889-BE18-4F6F-BA5E-AE40F91E1E70.tif;3346;22381;s4;w2;temp/Week1_22381_E10_s4_w217747889-BE18-4F6F-BA5E-AE40F91E1E70.jpeg
SAMPLE;E10;Week1_22381_E10_s4_w4EEADE3DC-E270-4446-A285-6FF9F5E36A64.tif;3347;22381;s4;w4;temp/Week1_22381_E10_s4_w4EEADE3DC-E270-4446-A285-6FF9F5E36A64.jpeg
NEGATIVE;E11;Week1_22381_E11_s1_w1DD8D28E7-3C97-4451-8BB7-6BFB6C8B1D5A.tif;3348;22381;s1;w1;temp/Week1_22381_E11_s1_w1DD8D28E7-3C97-4451-8BB7-6BFB6C8B1D5A.jpeg
NEGATIVE;E11;Week1_22381_E11_s1_w256957767-7794-42E9-BB57-22EBA587573F.tif;3349;22381;s1;w2;temp/Week1_22381_E11_s1_w256957767-7794-42E9-BB57-22EBA587573F.jpeg
NEGATIVE;E11;Week1_22381_E11_s1_w49D5C7101-C49D-4353-B331-B92B8AC0BCCC.tif;3350;22381;s1;w4;temp/Week1_22381_E11_s1_w49D5C7101-C49D-4353-B331-B92B8AC0BCCC.jpeg
NEGATIVE;E11;Week1_22381_E11_s2_w1CC9DF329-E728-4DE3-95BF-6D87A85B835A.tif;3351;22381;s2;w1;temp/Week1_22381_E11_s2_w1CC9DF329-E728-4DE3-95BF-6D87A85B835A.jpeg
NEGATIVE;E11;Week1_22381_E11_s2_w2C1B240AB-9D24-48F7-919F-2CAEAB5EB8D0.tif;3352;22381;s2;w2;temp/Week1_22381_E11_s2_w2C1B240AB-9D24-48F7-919F-2CAEAB5EB8D0.jpeg
NEGATIVE;E11;Week1_22381_E11_s2_w455F69715-1C07-4F16-8D2B-1B39F8553FD5.tif;3353;22381;s2;w4;temp/Week1_22381_E11_s2_w455F69715-1C07-4F16-8D2B-1B39F8553FD5.jpeg
NEGATIVE;E11;Week1_22381_E11_s3_w16C01DAB0-ECD7-4C12-9F70-B2343F83F482.tif;3354;22381;s3;w1;temp/Week1_22381_E11_s3_w16C01DAB0-ECD7-4C12-9F70-B2343F83F482.jpeg
NEGATIVE;E11;Week1_22381_E11_s3_w240208544-B3C3-48EA-841D-1BE574D72DE4.tif;3355;22381;s3;w2;temp/Week1_22381_E11_s3_w240208544-B3C3-48EA-841D-1BE574D72DE4.jpeg
NEGATIVE;E11;Week1_22381_E11_s3_w46E5D4D7C-7F9F-4F74-A40D-D127B6645977.tif;3356;22381;s3;w4;temp/Week1_22381_E11_s3_w46E5D4D7C-7F9F-4F74-A40D-D127B6645977.jpeg
NEGATIVE;E11;Week1_22381_E11_s4_w150CF5478-3591-4837-A397-933B3457433E.tif;3357;22381;s4;w1;temp/Week1_22381_E11_s4_w150CF5478-3591-4837-A397-933B3457433E.jpeg
NEGATIVE;E11;Week1_22381_E11_s4_w26769171B-AFA8-450E-9B58-73416A64283E.tif;3358;22381;s4;w2;temp/Week1_22381_E11_s4_w26769171B-AFA8-450E-9B58-73416A64283E.jpeg
NEGATIVE;E11;Week1_22381_E11_s4_w42EB9DB87-58F6-437B-9CAC-DC0B0BB129C8.tif;3359;22381;s4;w4;temp/Week1_22381_E11_s4_w42EB9DB87-58F6-437B-9CAC-DC0B0BB129C8.jpeg
POSITIVE;F02;Week1_22381_F02_s1_w1ED357CCD-50AE-493B-81F4-2DD39316FFF4.tif;3360;22381;s1;w1;temp/Week1_22381_F02_s1_w1ED357CCD-50AE-493B-81F4-2DD39316FFF4.jpeg
POSITIVE;F02;Week1_22381_F02_s1_w25DA22778-6612-449A-9E8D-8C89F21A797D.tif;3361;22381;s1;w2;temp/Week1_22381_F02_s1_w25DA22778-6612-449A-9E8D-8C89F21A797D.jpeg
POSITIVE;F02;Week1_22381_F02_s1_w40CA13307-C4FD-4189-8A3D-00336756092E.tif;3362;22381;s1;w4;temp/Week1_22381_F02_s1_w40CA13307-C4FD-4189-8A3D-00336756092E.jpeg
POSITIVE;F02;Week1_22381_F02_s2_w1C6F7067F-3680-4692-A24B-957C3C9373B2.tif;3363;22381;s2;w1;temp/Week1_22381_F02_s2_w1C6F7067F-3680-4692-A24B-957C3C9373B2.jpeg
POSITIVE;F02;Week1_22381_F02_s2_w20922F728-AF7A-4727-BFCB-7EA9A168DB0D.tif;3364;22381;s2;w2;temp/Week1_22381_F02_s2_w20922F728-AF7A-4727-BFCB-7EA9A168DB0D.jpeg
